"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YNR001C",1732.22008360364,1.60888226761861,0.188116236289709,1.1637644453425e-19,6.68415598755629e-18
"YNR002C",48.8592531700575,-0.960249336679342,0.294277120922487,0.000243904749365085,0.00121658766213831
"YNR003C",26.9093373082433,-0.275380691719607,0.314344361511454,0.314013113892896,0.452793953192317
"YNR004W",14.0427324748429,0.108089912064767,0.39453613834512,0.732071567172472,0.818571156740075
"YNR006W",119.631418339962,0.112760862235883,0.202732964835703,0.55155368314858,0.675726064613498
"YNR007C",57.6243359543025,-0.162432646640336,0.23274048895863,0.448253109430474,0.586052803201753
"YNR008W",47.8300867517759,-0.0433524856827776,0.258852625098584,0.853527266571025,0.906999756984523
"YNR009W",29.6907218096272,0.168296110972096,0.297663416004279,0.521443848222667,0.650111470641028
"YNR010W",25.92499014076,0.646087968065338,0.352514137982937,0.0299148733452556,0.0723067417815948
"YNR011C",55.0682764087935,-0.482588363795351,0.239400078435517,0.0291116782146885,0.0707189469528508
"YNR012W",76.6925511171616,-1.01118959693805,0.273891355081075,4.31427707768459e-05,0.000268819777955406
"YNR013C",86.8170976271444,-0.578172938918315,0.244946463797918,0.0105607660628569,0.0306315019653164
"YNR014W",68.6607526799888,-0.500235165371105,0.309054752208825,0.0648991707684257,0.134552281842771
"YNR015W",22.3358759951224,0.452786899745992,0.328135317149003,0.109180743485688,0.203782977143011
"YNR016C",1175.226170114,-0.0330684564742736,0.220473172781475,0.871525733373561,0.919103593512283
"YNR017W",80.0380233839014,0.245506418111612,0.254246245449437,0.288121023869656,0.424318370009615
"YNR018W",298.712500989856,0.49664665973611,0.18612652437475,0.00520837405786066,0.0167947625956919
"YNR019W",95.8548960867792,-1.42912032403246,0.260376363535048,1.14961379139449e-09,1.86804190584858e-08
"YNR020C",54.5680616433437,0.367197414494267,0.276459408227727,0.138767567941438,0.245050429719417
"YNR021W",80.8458911313686,1.25542813524608,0.230716800861368,3.92193582619808e-09,5.80386472647323e-08
"YNR022C",112.689983488997,1.30955831588881,0.310876373508315,1.28609883545449e-06,1.19561848469094e-05
"YNR023W",52.1636335465639,0.00955957275785322,0.246333654240224,0.96614596416432,0.977842320257091
"YNR024W",51.0802423021188,0.335095916758658,0.370163584903367,0.272406604863893,0.407066129524844
"YNR025C",29.8935146225514,0.870877974880895,0.446891350085196,0.0107023833609021,0.0309648508112684
"YNR026C",41.9623950475788,0.694763721827125,0.281500337751483,0.00610824873793656,0.0191431393456348
"YNR027W",12.7830112680313,0.289815861897599,0.405690158070803,0.36622231370212,0.506546409581783
"YNR028W",76.1042811766284,0.506883087704346,0.257219502761955,0.0309514471863888,0.0743167819239409
"YNR029C",44.422480636211,-0.0432202247625669,0.246418036770093,0.847856768354302,0.902627475357553
"YNR030W",80.2929450837947,0.0858388592164278,0.2371443788022,0.693620699189221,0.788414232129564
"YNR031C",201.531129745585,-0.582980156365621,0.185784357207594,0.00104418857785234,0.00420262605635789
"YNR032C-A",37.6828596467412,0.464007511942568,0.291665511116386,0.0734741811542569,0.148665408048777
"YNR032W",42.7101115068292,-0.160773777973859,0.251703667893438,0.482965238485798,0.616974531701412
"YNR033W",62.9694611716105,-0.286628385543194,0.279217977181748,0.251047227044035,0.384559008207669
"YNR034W",56.3544851285945,-1.00449919585187,0.260562292303797,2.35049606914958e-05,0.000160792779447367
"YNR034W-A",7918.5809281011,4.72537468753075,0.388187675697893,6.90887126153633e-36,1.38201248924732e-33
"YNR035C",134.459498332574,-0.0794183513962513,0.222157856987626,0.699529970340831,0.792581150670244
"YNR036C",272.305799672569,0.27769000906741,0.191176432969569,0.122423677665465,0.223256760181503
"YNR037C",42.9222526833503,0.792090934790786,0.321689130765748,0.00466666320910253,0.0152428565743265
"YNR038W",43.011903426656,-0.501033140283527,0.280030770067351,0.0462739033508629,0.103125206814581
"YNR039C",44.1982318957727,0.0913850468350391,0.268278731221805,0.70547632109724,0.798063209571975
"YNR040W",23.1420015780516,0.502928854445646,0.327212727463437,0.0748732005231463,0.150655371569466
"YNR041C",47.4296826430086,0.295421409867891,0.258017108640753,0.207003539813452,0.332179124331352
"YNR043W",114.671332042791,-0.284916441544611,0.206538924452695,0.13960270097309,0.246225378031284
"YNR044W",28.8304402175444,-0.411309415896921,0.329680578115141,0.146691680232122,0.256359902609825
